accession,superkingdom,phylum,class,order,family,genus,species
GCA_003176995.1,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,UBA10452,UBA10452 sp003176995
GCA_003135575.1,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,UBA183,BOG-1369,BOG-1369 sp003135575
GCA_003164815.1,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,UBA183,BOG-1369,BOG-1369 sp003164815
GCA_005877365.1,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,UBA183,UBA183,UBA183 sp005877365
GCF_000243315.1,Archaea,Thermoproteota,Thermoproteia,Sulfolobales,Sulfolobaceae,Metallosphaera,Metallosphaera yellowstonensis
GCA_003661865.1,Archaea,Thermoproteota,Thermoproteia,Desulfurococcales,Ignisphaeraceae,QMWT01,QMWT01 sp003661865
GCA_000591035.1,Archaea,Thermoproteota,Thermoproteia,Desulfurococcales,Acidilobaceae,Aeropyrum,Aeropyrum camini
GCF_003431325.1,Archaea,Thermoproteota,Thermoproteia,Desulfurococcales,Acidilobaceae,Acidilobus,Acidilobus sp003431325
GCA_000495735.1,Archaea,Thermoproteota,Thermoproteia,Desulfurococcales,Acidilobaceae,Acidilobus,Acidilobus sp000495735
GCF_000144915.1,Archaea,Thermoproteota,Thermoproteia,Desulfurococcales,Acidilobaceae,Acidilobus,Acidilobus saccharovorans
GCA_000011125.1,Archaea,Thermoproteota,Thermoproteia,Desulfurococcales,Acidilobaceae,Aeropyrum,Aeropyrum pernix
GCA_002877855.1,Archaea,Thermoproteota,Thermoproteia,Desulfurococcales,Acidilobaceae,Caldisphaera,Caldisphaera sp002877855
GCA_002506595.1,Archaea,Thermoproteota,Thermoproteia,Desulfurococcales,Acidilobaceae,Caldisphaera,Caldisphaera sp002506595
GCF_000092185.1,Archaea,Thermoproteota,Thermoproteia,Desulfurococcales,Desulfurococcaceae,Thermosphaera,Thermosphaera aggregans
GCF_000513855.1,Archaea,Thermoproteota,Thermoproteia,Desulfurococcales,Desulfurococcaceae,Desulfurococcus,Desulfurococcus amylolyticus
GCF_000186365.1,Archaea,Thermoproteota,Thermoproteia,Desulfurococcales,Desulfurococcaceae,Desulfurococcus,Desulfurococcus mucosus
GCA_002254665.1,Archaea,Thermoproteota,Thermoproteia,Desulfurococcales,Desulfurococcaceae,EX4484-58,EX4484-58 sp002254665
GCA_003661825.1,Archaea,Thermoproteota,Thermoproteia,Desulfurococcales,Desulfurococcaceae,EX4484-58,EX4484-58 sp003661825
GCF_000092465.1,Archaea,Thermoproteota,Thermoproteia,Desulfurococcales,Desulfurococcaceae,Staphylothermus,Staphylothermus hellenicus
GCF_000015945.1,Archaea,Thermoproteota,Thermoproteia,Desulfurococcales,Desulfurococcaceae,Staphylothermus,Staphylothermus marinus
GCA_000258425.1,Archaea,Thermoproteota,Thermoproteia,Desulfurococcales,Fervidicoccaceae,Fervidicoccus,Fervidicoccus fontis
GCA_003661905.1,Archaea,Thermoproteota,Thermoproteia,Desulfurococcales,Ignisphaeraceae,B12-G17,B12-G17 sp003661905
GCA_003661775.1,Archaea,Thermoproteota,Thermoproteia,Desulfurococcales,Ignisphaeraceae,QMWT01,QMWT01 sp003661775
GCA_003056265.1,Archaea,Thermoproteota,Thermoproteia,Desulfurococcales,NBVN01,Zestosphaera,Zestosphaera tikiterensis
GCA_003661745.1,Archaea,Thermoproteota,Thermoproteia,Desulfurococcales,NBVN01,EX4484-204,EX4484-204 sp003661745
GCA_002255065.1,Archaea,Thermoproteota,Thermoproteia,Desulfurococcales,NBVN01,EX4484-204,EX4484-204 sp002255065
GCA_003978665.1,Archaea,Thermoproteota,Thermoproteia,Desulfurococcales,Pyrodictiaceae,QNYQ01,QNYQ01 sp003978665
GCF_001412615.1,Archaea,Thermoproteota,Thermoproteia,Desulfurococcales,Pyrodictiaceae,Pyrodictium,Pyrodictium delaneyi
GCF_001462395.1,Archaea,Thermoproteota,Thermoproteia,Desulfurococcales,Pyrodictiaceae,Pyrodictium,Pyrodictium occultum
GCA_003649445.1,Archaea,Thermoproteota,Thermoproteia,Thermofilales,B15-G2,B15-G2,B15-G2 sp003649445
GCA_003649495.1,Archaea,Thermoproteota,Thermoproteia,Thermofilales,Thermofilaceae,B17-G15,B17-G15 sp003649495
GCF_000015225.1,Archaea,Thermoproteota,Thermoproteia,Thermofilales,Thermofilaceae,Thermofilum,Thermofilum pendens
GCF_000813245.1,Archaea,Thermoproteota,Thermoproteia,Thermofilales,Thermofilaceae,Thermofilum,Thermofilum adornatus
GCA_002855745.1,Archaea,Thermoproteota,Thermoproteia,Thermofilales,Thermofilaceae,Thermofilum_A,Thermofilum_A sp002855745
GCF_000993805.1,Archaea,Thermoproteota,Thermoproteia,Thermofilales,Thermofilaceae,Thermofilum_A,Thermofilum_A uzonense
GCF_000007225.1,Archaea,Thermoproteota,Thermoproteia,Thermoproteales,Thermoproteaceae,Pyrobaculum,Pyrobaculum aerophilum
GCA_001516585.1,Archaea,Thermoproteota,Thermoproteia,Thermoproteales,Thermocladiaceae,Thermocladium,Thermocladium sp001516585
GCA_002506515.1,Archaea,Thermoproteota,Thermoproteia,Thermoproteales,Thermocladiaceae,Caldivirga,Caldivirga sp002506515
GCF_000018305.1,Archaea,Thermoproteota,Thermoproteia,Thermoproteales,Thermocladiaceae,Caldivirga,Caldivirga maquilingensis
GCA_001516765.1,Archaea,Thermoproteota,Thermoproteia,Thermoproteales,Thermocladiaceae,Vulcanisaeta,Vulcanisaeta sp001516765
GCA_001315925.1,Archaea,Thermoproteota,Thermoproteia,Thermoproteales,Thermocladiaceae,Thermocladium,Thermocladium modestius
GCA_001316025.1,Archaea,Thermoproteota,Thermoproteia,Thermoproteales,Thermocladiaceae,Vulcanisaeta,Vulcanisaeta souniana
GCA_002497345.1,Archaea,Thermoproteota,Thermoproteia,Thermoproteales,Thermoproteaceae,Thermoproteus,Thermoproteus sp002497345
GCF_000015205.1,Archaea,Thermoproteota,Thermoproteia,Thermoproteales,Thermoproteaceae,Pyrobaculum,Pyrobaculum islandicum
GCF_002077075.2,Archaea,Thermoproteota,Thermoproteia,Thermoproteales,Thermoproteaceae,Thermoproteus,Thermoproteus sp002077075
GCF_004358185.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudodonghicola,Pseudodonghicola sp004358185
GCA_001767525.1,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,UBA2999,2-12-FULL-68-19,2-12-FULL-68-19 sp001767525
GCA_001917435.1,Bacteria,Acidobacteriota,Acidobacteriae,UBA7541,UBA7541,UBA7541,UBA7541 sp001917435
GCA_003162935.1,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Koribacteraceae,Bog-209,Bog-209 sp003162935
GCF_000265425.1,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae,Terriglobus,Terriglobus roseus
GCF_000688615.1,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae,Edaphobacter,Edaphobacter sp000688615
GCF_000421065.1,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae,Edaphobacter,Edaphobacter sp000421065
GCF_900114625.1,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae,Granulicella,Granulicella pectinivorans
GCF_004115155.1,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae,Granulicella,Granulicella sp004115155
GCA_002413385.1,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae,Granulicella_A,Granulicella_A sp002413385
GCA_003138795.1,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae,Granulicella_A,Granulicella_A sp003138795
GCA_003133205.1,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae,Palsa-288,Palsa-288 sp003133205
GCA_003162875.1,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae,Palsa-288,Palsa-288 sp003162875
GCA_003166955.1,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae,Palsa-343,Palsa-343 sp003166955
GCA_003131625.1,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae,Palsa-343,Palsa-343 sp003131625
GCF_001006305.1,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae,Silvibacterium,Silvibacterium bohemicum
GCF_004123295.1,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae,Silvibacterium,Silvibacterium dinghuensis
GCA_003171315.1,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae,Terracidiphilus,Terracidiphilus sp003171315
GCF_001449115.1,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae,Terracidiphilus,Terracidiphilus gabretensis
GCF_900102185.1,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae,Terriglobus,Terriglobus roseus_A
GCF_000800015.1,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae,Terriglobus,Terriglobus sp000800015
GCA_003225555.1,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Koribacteraceae,Sulfotelmatobacter,Sulfotelmatobacter sp003225555
GCA_003224935.1,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Koribacteraceae,40CM-3-55-5,40CM-3-55-5 sp003224935
GCA_001914815.1,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Koribacteraceae,40CM-3-55-5,40CM-3-55-5 sp001914815
GCA_003152795.1,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Koribacteraceae,Bog-209,Bog-209 sp003152795
GCA_003165795.1,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Koribacteraceae,Bog-257,Bog-257 sp003165795
GCA_003151875.1,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Koribacteraceae,Bog-257,Bog-257 sp003151875
GCA_003225595.1,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Koribacteraceae,Gp1-AA124,Gp1-AA124 sp003225595
GCA_003225075.1,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Koribacteraceae,Gp1-AA124,Gp1-AA124 sp003225075
GCA_003224995.1,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Koribacteraceae,Gp1-AA133,Gp1-AA133 sp003224995
GCA_003225465.1,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Koribacteraceae,Gp1-AA133,Gp1-AA133 sp003225465
GCA_003224785.1,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Koribacteraceae,Gp1-AA145,Gp1-AA145 sp003224785
GCA_003224835.1,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Koribacteraceae,Gp1-AA145,Gp1-AA145 sp003224835
GCA_003151155.1,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Koribacteraceae,Koribacter,Koribacter sp003151155
GCF_000014005.1,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Koribacteraceae,Koribacter,Koribacter versatilis
GCA_003136335.1,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Koribacteraceae,Sulfotelmatobacter,Sulfotelmatobacter sp003136335
GCA_002433055.1,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,UBA6623,UBA6623,UBA6623 sp002433055
GCA_005808865.1,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,SYKU01,SYKU01 sp005808865
GCA_003167495.1,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bog-105,Bog-105 sp003167495
GCA_003169195.1,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bog-105,Bog-105 sp003169195
GCA_003164035.1,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bog-375,Bog-375 sp003164035
GCA_003157745.1,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bog-375,Bog-375 sp003157745
GCA_003142355.1,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Fen-178,Fen-178 sp003142355
GCA_003170915.1,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Fen-178,Fen-178 sp003170915
GCA_003137035.1,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Fen-330,Fen-330 sp003137035
GCA_003154855.1,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Fen-330,Fen-330 sp003154855
GCA_003162425.1,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Palsa-89,Palsa-89 sp003162425
GCA_003132905.1,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Palsa-89,Palsa-89 sp003132905
GCF_000014905.1,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Solibacter,Solibacter usitatus
GCA_003136215.1,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Solibacter,Solibacter sp003136215
GCA_003487005.1,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,UBA690,UBA690 sp003487005
GCA_002298225.1,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,UBA690,UBA690 sp002298225
GCA_001766965.1,Bacteria,Acidobacteriota,Acidobacteriae,UBA7541,2-02-FULL-67-57,2-02-FULL-67-57,2-02-FULL-67-57 sp001766965
GCA_003167215.1,Bacteria,Acidobacteriota,Acidobacteriae,UBA7541,UBA7541,Palsa-295,Palsa-295 sp003167215
GCA_003223325.1,Bacteria,Acidobacteriota,Acidobacteriae,UBA7541,UBA7541,Palsa-189,Palsa-189 sp003223325
GCA_003223315.1,Bacteria,Acidobacteriota,Acidobacteriae,UBA7541,UBA7541,Palsa-189,Palsa-189 sp003223315
GCA_003223255.1,Bacteria,Acidobacteriota,Acidobacteriae,UBA7541,UBA7541,UBA7541,UBA7541 sp003223255
GCA_003166795.1,Bacteria,Acidobacteriota,Acidobacteriae,UBA7541,UBA7541,Palsa-295,Palsa-295 sp003166795
GCA_003161495.1,Bacteria,Acidobacteriota,Acidobacteriae,UBA7541,UBA7541,Palsa-360,Palsa-360 sp003161495
GCA_003165465.1,Bacteria,Acidobacteriota,Acidobacteriae,UBA7541,UBA7541,Palsa-360,Palsa-360 sp003165465
GCA_003223215.1,Bacteria,Acidobacteriota,Acidobacteriae,UBA7541,UBA7541,UBA7541,UBA7541 sp003223215
GCA_001919715.1,Bacteria,Acidobacteriota,Acidobacteriae,UBA7541,UBA7541,UBA7541,UBA7541 sp001919715
GCA_002335385.1,Bacteria,Acidobacteriota,Aminicenantia,UBA2199,UBA2199,UBA2199,UBA2199 sp002335385
GCA_001775755.1,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,RBG-16-66-30,RBG-16-66-30,RBG-16-66-30 sp001775755
GCA_003141555.1,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,UBA4085,FEN-413,FEN-413 sp003141555
GCA_002383325.1,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,UBA4085,UBA4085,UBA4085 sp002383325
GCA_003154255.1,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,UBA4085,UBA4085,UBA4085 sp003154255
GCA_003695625.1,Bacteria,Acidobacteriota,Mor1,J045,J045,J065,J065 sp003695625
GCA_003222305.1,Bacteria,Acidobacteriota,Mor1,Gp22-AA2,AA152,AA152,AA152 sp003222305
GCA_003223165.1,Bacteria,Acidobacteriota,Mor1,Gp22-AA2,Gp22-AA2,QHXZ01,QHXZ01 sp003223165
GCA_003223145.1,Bacteria,Acidobacteriota,Mor1,Gp22-AA2,Gp22-AA2,Gp22-AA3,Gp22-AA3 sp003223145
GCA_003223135.1,Bacteria,Acidobacteriota,Mor1,Gp22-AA2,Gp22-AA2,Gp22-AA3,Gp22-AA3 sp003223135
GCA_003388555.1,Bacteria,Acidobacteriota,Thermoanaerobaculia,UBA5704,QQVD01,QQVD01,QQVD01 sp003388555
GCA_003105185.1,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,FEB-10,FEB-10,FEB-10 sp003105185
GCF_000687145.1,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Thermoanaerobaculum,Thermoanaerobaculum aquaticum
GCA_004298115.1,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,RBG-13-68-16,RBG-13-68-16 sp004298115
GCA_002279285.1,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,RBG-13-68-16,RBG-13-68-16 sp002279285
GCF_004402535.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Cryobacterium,Cryobacterium sp004402535
GCA_002418265.1,Bacteria,Actinobacteriota,Acidimicrobiia,UBA5794,UBA5794,UBA5794,UBA5794 sp002418265
GCA_003962875.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Microtrichaceae,AWTP1-35,AWTP1-35 sp003962875
GCF_900128965.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Ferrithrix,Ferrithrix thermotolerans
GCA_004366215.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Acidimicrobium,Acidimicrobium sp004366215
GCF_000023265.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Acidimicrobium,Acidimicrobium ferrooxidans
GCA_003136185.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Bog-793,Palsa-601,Palsa-601 sp003136185
GCA_003170375.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Bog-793,Fen-455,Fen-455 sp003170375
GCA_003166375.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Bog-793,Fen-455,Fen-455 sp003166375
GCA_005801025.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,Casp-actino8,Casp-actino8 sp005801025
GCA_003569125.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,BACL27,BACL27 sp003569125
GCA_002737635.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,BACL27,BACL27 sp002737635
GCA_001510385.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,Casp-actino5,Casp-actino5 sp001510385
GCA_002501485.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,Casp-actino5,Casp-actino5 sp002501485
GCA_007122945.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,SKSP01,SKSP01 sp007122945
GCA_005787025.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,Casp-actino8,Casp-actino8 sp005787025
GCA_005793215.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,F1-60-MAGs027,F1-60-MAGs027 sp005793215
GCA_005793785.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,F1-60-MAGs027,F1-60-MAGs027 sp005793785
GCF_004364865.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,Ilumatobacter,Ilumatobacter fluminis
GCA_002698945.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,Ilumatobacter,Ilumatobacter sp002698945
GCA_002711735.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,Ilumatobacter_A,Ilumatobacter_A sp002711735
GCF_000350145.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,Ilumatobacter_A,Ilumatobacter_A nonamiensis
GCA_002331255.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,UBA2093,UBA2093 sp002331255
GCA_005788205.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,UBA2093,UBA2093 sp005788205
GCA_002367695.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,UBA3006,UBA3006 sp002367695
GCA_007279905.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,UBA3006,UBA3006 sp007279905
GCA_002299395.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,UBA668,UBA668 sp002299395
GCA_003154135.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,UBA668,UBA668 sp003154135
GCA_002687745.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,MedAcidi-G1,UBA3125,UBA3125 sp002687745
GCA_002299135.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,MedAcidi-G1,MedAcidi-G1,MedAcidi-G1 sp002299135
GCA_002713545.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,MedAcidi-G1,MedAcidi-G1,MedAcidi-G1 sp002713545
GCA_000817115.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,MedAcidi-G1,MedAcidi-G2B,MedAcidi-G2B sp000817115
GCA_003215175.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,MedAcidi-G1,MedAcidi-G2B,MedAcidi-G2B sp003215175
GCA_002346745.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,MedAcidi-G1,S20-B6,S20-B6 sp002346745
GCA_002329075.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,MedAcidi-G1,S20-B6,S20-B6 sp002329075
GCA_002501135.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,MedAcidi-G1,UBA3125,UBA3125 sp002501135
GCA_003541675.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,MedAcidi-G1,UBA9410,UBA9410 sp003541675
GCA_002714485.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,MedAcidi-G1,UBA9410,UBA9410 sp002714485
GCA_002403895.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,UBA8139,UBA4742,UBA4742 sp002403895
GCA_005777415.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Microtrichaceae,SXMI01,SXMI01 sp005777415
GCF_000299415.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Microtrichaceae,Microthrix,Microthrix parvicella
GCA_002473265.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Microtrichaceae,Microthrix,Microthrix sp002473265
GCA_003156595.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Palsa-688,PALSA-693,PALSA-693 sp003156595
GCA_003158835.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Palsa-688,Fen-671,Fen-671 sp003158835
GCA_003166025.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Palsa-688,Fen-671,Fen-671 sp003166025
GCA_003141095.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,RAAP-2,RAAP-2,RAAP-2 sp003141095
GCA_003133545.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,RAAP-2,Bog-473,Bog-473 sp003133545
GCA_003169235.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,RAAP-2,Bog-473,Bog-473 sp003169235
GCA_003153575.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,RAAP-2,Bog-756,Bog-756 sp003153575
GCA_003138855.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,RAAP-2,Bog-756,Bog-756 sp003138855
GCA_003135595.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,RAAP-2,Palsa-459,Palsa-459 sp003135595
GCA_003162395.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,RAAP-2,Palsa-459,Palsa-459 sp003162395
GCA_003151235.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,RAAP-2,Palsa-461,Palsa-461 sp003151235
GCA_003161255.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,RAAP-2,Palsa-461,Palsa-461 sp003161255
GCA_003133325.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,RAAP-2,Palsa-742,Palsa-742 sp003133325
GCA_003152015.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,RAAP-2,Palsa-742,Palsa-742 sp003152015
GCA_003155135.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,RAAP-2,Bog-515,Bog-515 sp003155135
GCA_003133685.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,RAAP-2,RAAP-2,RAAP-2 sp003133685
GCA_002331465.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,TK06,UBA2110,UBA2110 sp002331465
GCA_002457435.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,TK06,MedAcidi-G3,MedAcidi-G3 sp002457435
GCA_003445455.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,TK06,MedAcidi-G3,MedAcidi-G3 sp003445455
GCA_002296525.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,TK06,UBA6944,UBA6944 sp002296525
GCA_002719335.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,TK06,UBA2110,UBA2110 sp002719335
GCA_002721305.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,TK06,UBA6944,UBA6944 sp002721305
GCA_003452475.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,TK06,UBA9040,UBA9040 sp003452475
GCA_002731665.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,TK06,UBA9040,UBA9040 sp002731665
GCA_003231645.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,UBA11606,SZUA-87,SZUA-87 sp003231645
GCA_002729125.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,UBA11606,UBA11606,UBA11606 sp002729125
GCA_002699625.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,UBA11606,UBA11606,UBA11606 sp002699625
